auct_id,item_leaf_category_name,listing_title,listing_subtitle,listing_start_date,listing_end_date,listing_durtn_days,listing_type_code,feedback_score_at_listing_time,start_price,buy_it_now_price,buy_it_now_listed_flag,bold_fee_flag,featured_fee_flag,category_featured_fee_flag,gallery_fee_flag,gallery_featured_fee_flag,ipix_featured_fee_flag,reserve_fee_flag,highlight_fee_flag,schedule_fee_flag,border_fee_flag,qty_available_per_listing,category_avg_gms
4617,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod nano - NEUwertig - 4 GB - VERSANDKOSTENFREI!!!,,12/20/05,12/20/05,0,1,114,200,200,Y,N,N,N,N,N,N,N,N,N,N,1,197.862
4618,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,Apple IPod mini 4GB (pink),,12/20/05,12/22/05,2,1,36,1,160,Y,N,N,N,Y,N,N,N,N,N,N,1,173.45
4619,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,"Apple iPod 40GB 3G, mit Zubehˆr, voll funktionsf‰hig:::",,12/20/05,12/25/05,5,1,23,1,0,N,N,N,N,N,N,N,N,N,N,N,1,221.153
4621,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple IPOD Nano 2GB,Schwarz,12/20/05,12/20/05,0,1,4,1,200,Y,Y,N,N,Y,N,Y,N,Y,N,N,1,197.862
4622,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple IPOD Nano 2GB,Weiﬂ,12/20/05,12/20/05,0,1,4,1,200,Y,Y,N,N,Y,N,Y,N,Y,N,N,1,197.862
4623,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gold,iPod mini in Gold - Garantie dabei!,,12/20/05,12/22/05,2,1,314,1,180,Y,N,N,N,N,N,N,N,N,N,N,1,158.578
4624,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple IPOD Nano 2GB,Weiﬂ,12/20/05,12/20/05,0,1,4,1,200,Y,Y,N,N,N,Y,Y,N,Y,N,N,1,197.862
4626,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Ipod mini 4gb Mp3 ---Neu Blau--- + ITrip FM-Transmitter,,12/20/05,12/25/05,5,1,3,1,0,N,N,N,N,Y,N,N,N,N,Y,Y,1,161.512
4628,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,++Apple i-pod ipod Mini Blau 4GB 4 GB + ITrip Griffin++,,12/20/05,12/25/05,5,1,145,144,190,Y,N,N,N,Y,N,Y,N,N,N,N,1,161.512
4629,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Neuer Apple iPod nano 2GB  weiﬂ,,12/20/05,12/21/05,1,9,87,199,0,N,N,N,N,Y,N,N,N,N,N,N,1,197.862
4638,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"Nagelneu, geboxt und versiegelt, Apple Ipod Nano 4GB",Vorhanden in Schwarzem oder Weiﬂ,12/20/05,12/23/05,3,1,4,5,0,N,N,N,N,Y,N,Y,N,N,N,N,1,197.862
4641,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple - iPod mini - 4 GB, silber, OVP+ I-Trip, Garantie",Nur 3 Tage,12/20/05,12/21/05,1,1,34,1,190,Y,N,N,N,N,N,Y,N,N,N,N,1,167.977
4642,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4 GB silber TOP OVP,,12/20/05,12/23/05,3,1,116,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,167.977
4645,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod Nanon 4 GB Weiﬂ Neu+OVP eingeschweiﬂt,,12/20/05,12/27/05,7,1,95,50,230,Y,Y,N,N,Y,N,Y,N,N,N,N,1,197.862
4647,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"iPod Mini, 4 GB, silber, fast wie neu, orig. verpackt",,12/20/05,12/23/05,3,1,32,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,167.977
4648,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Ipod Mini 4GB Silber Neu OVP,,12/20/05,12/27/05,7,1,6,150,0,N,N,N,N,Y,N,N,N,N,N,N,1,167.977
4649,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod nano 2GB weiﬂ,,12/20/05,12/21/05,1,9,21,179,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
4650,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod Mini 4 G silber,,12/20/05,12/27/05,7,1,21,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
4651,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,IPod-30Gb -neu-OVP+z¸behor,,12/20/05,12/25/05,5,1,0,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,263.459
4652,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod Mini 4GB silber *TOP ZUSTAND* in OVP,inkl. iBuds und Silkon-Tasche,12/21/05,12/22/05,1,1,72,1,185,Y,Y,N,N,Y,N,Y,N,N,Y,N,1,167.977
4653,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,*** iPod mini 4 GB blau ***,,12/20/05,12/23/05,3,1,82,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,161.512
4657,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod nano 4GB  - Nagelneu OVP und eingeschweisst,,12/20/05,12/23/05,3,1,81,1,210,Y,N,N,N,Y,N,Y,N,N,N,N,1,197.862
4658,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,IPOD NANO 2 GB Topschn‰ppchen vom Goldseller,,12/20/05,12/21/05,1,9,7015,169.99,0,N,N,N,N,Y,N,N,N,N,N,N,2,197.862
4660,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 2 GB weiﬂ NEU & OVP!!! Garantie!,,12/21/05,12/22/05,1,1,273,1,209,Y,N,N,N,N,N,N,N,N,N,N,1,197.862
4661,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple Ipod NANO 2 GB  NEU!! OVP!!   Anschauen!,,12/21/05,12/21/05,0,9,67,195,0,N,N,N,N,Y,N,N,N,N,N,Y,1,197.862
4662,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod nano 2GB schwarz,,12/21/05,12/22/05,1,1,48,250,300,Y,Y,N,N,N,N,Y,N,N,Y,N,1,197.862
4663,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple IPOD Nano 2GB,Weiﬂ,12/21/05,12/21/05,0,1,5,1,200,Y,Y,N,N,N,Y,Y,N,Y,N,N,1,197.862
4664,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple IPOD Nano 2GB,Weiﬂ,12/21/05,12/21/05,0,1,5,1,200,Y,Y,N,N,Y,N,Y,N,Y,N,N,1,197.862
4667,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple IPOD Nano 2GB,Schwarz,12/21/05,12/24/05,3,1,5,1,200,Y,Y,N,N,Y,N,Y,N,Y,N,N,1,197.862
4673,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini 4GB neu,,12/21/05,12/26/05,5,1,27,1,170,Y,N,N,N,N,N,N,N,N,Y,N,1,167.977
4676,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod nano 4GB, schwarz, signiert von Timo Hildebrand",,12/22/05,12/27/05,5,1,3,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,197.862
4678,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Neuer Apple iPod nano 2GB weiﬂ,,12/21/05,12/21/05,0,9,37,199,0,N,Y,N,N,Y,N,N,N,N,N,N,1,197.862
4679,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"i Pod nano (black), 2GB, NEU",,12/21/05,12/26/05,5,1,19,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,197.862
4680,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"ipod mini  4GB , silber, OVP, noch eingeschweiﬂt",,12/21/05,12/26/05,5,1,237,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,167.977
4681,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple iPod mini silber 4GB mit viel Zubehˆr, Dock",,12/21/05,12/26/05,5,1,193,1,0,N,Y,N,N,Y,N,N,N,N,Y,N,1,167.977
4685,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,neu apple iPod Nano 4GB,,12/21/05,12/21/05,0,9,169,169,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
4687,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple IPOD Nano 2GB,Schwarz,12/21/05,12/24/05,3,1,5,1,200,Y,Y,N,N,Y,N,Y,N,Y,N,N,1,197.862
4688,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod Nano 2GB schwarz OVP/NEU,,12/21/05,12/28/05,7,1,11,1,0,N,Y,N,N,Y,N,N,N,N,Y,N,1,197.862
4690,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple IPOD Nano 2GB,Schwarz oder Weiﬂ,12/21/05,12/21/05,0,1,5,1,200,Y,Y,N,N,N,N,Y,N,Y,N,N,1,197.862
4694,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple IPOD Nano 2GB,Schwarz oder Weiﬂ,12/21/05,12/24/05,3,1,5,1,200,Y,Y,N,N,N,N,Y,N,Y,N,N,1,197.862
4696,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod Nano - Super-Angebot!,,12/21/05,12/31/05,10,1,48,1,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
4697,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod Nano 4 GB schwarz - neu - OVP -,,12/21/05,12/26/05,5,1,36,1,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
4699,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod nano 2 GB - Nagelneu OVP und eingeschweisst (WEIﬂ),,12/21/05,12/22/05,1,9,58,199.99,0,N,N,N,N,Y,N,N,N,N,N,N,1,197.862
4700,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod Nano 2 GB in schwarz und OVP,,12/21/05,12/26/05,5,1,12,190,200,Y,N,N,N,N,N,N,N,N,N,N,1,197.862
4701,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gold,Apple IPod mini Gold,,12/21/05,12/28/05,7,1,13,1,210,Y,N,N,N,N,N,N,N,N,N,N,1,158.578
4704,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,i pot - iPod 40GB (4.Gen) + Docking Station + Zubehˆr,,12/21/05,12/28/05,7,1,0,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,221.153
4706,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,IPOD MINI 4 GB OVP NOCH VERSCHWEIﬂT!!! TOP,,12/21/05,12/22/05,1,1,19,1,189,Y,Y,N,N,N,N,N,N,N,N,N,1,161.512
4711,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple I-Pod Nano Neu 2 GB  Schwarz,,12/21/05,12/24/05,3,1,2233,1,180,Y,N,N,N,N,N,N,N,N,N,N,1,197.862
4713,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple - ipod Mini 4GB  ** SILBER** NEU/OVP ! Rechnung,,12/21/05,12/31/05,10,1,1926,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
4714,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod Nano 4GB Neu & OVP,,12/21/05,12/24/05,3,1,22,1,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
4716,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4GB Silver,,12/21/05,12/24/05,3,1,2,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,167.977
4717,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"I Pod Nano, 2 GB, Neu, Garantie,Rechnung Black",,12/21/05,12/22/05,1,1,246,151,181,Y,Y,N,N,Y,N,N,N,N,N,N,1,197.862
4720,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple - ipod Mini 4GB  ** SILBER** NEU/OVP ! Rechnung,,12/21/05,12/22/05,1,1,1926,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
4721,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Ipod nano 4GB weiss ... und schnell bei Ihnen,,12/21/05,12/21/05,0,9,25,202,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
4722,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,IPod nano 4GB Apple I Pod schwarz hinten silber,,12/21/05,12/23/05,2,1,502,100,170,Y,N,N,N,N,N,Y,N,N,N,N,1,197.862
4723,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,Apple iPod mini MP3 Player Musicplayer 4GB gr¸n USB,"Sofort lieferbar,bei Nachnahmeversand sogar noch heute*",12/21/05,12/25/05,4,9,15234,199,0,N,N,N,N,Y,N,N,N,N,N,N,4,164.757
4727,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,apple iPod nano 4 GB / schwarz / sofort lieferbar / neu,,12/21/05,12/23/05,2,7,1501,233.99,0,N,N,N,N,Y,N,N,N,N,N,N,1,197.862
4728,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 4 GB *NEU* schwarz OVP,Per Express Ankunft an Heiligabend garantiert !!!,12/22/05,12/22/05,0,9,226,279.9,0,N,N,N,N,Y,N,N,N,N,N,N,1,197.862
4729,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple ipod Nano 4 GB,,12/23/05,12/28/05,5,1,6,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,197.862
4733,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple IPOD Nano 2GB,Schwarz oder Weiﬂ,12/22/05,12/22/05,0,1,6,1,199,Y,Y,N,N,Y,N,Y,N,Y,N,Y,1,197.862
4739,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple IPOD Nano 2GB weiﬂ OVP,,12/22/05,12/27/05,5,1,528,99,200,Y,N,N,N,N,N,N,N,N,Y,N,1,197.862
4743,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 4GB weiss,,12/22/05,12/22/05,0,1,41,150,200,Y,N,N,N,Y,N,N,N,N,N,N,1,197.862
4745,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod nano 2GB black,,12/22/05,12/22/05,0,1,274,150,180,Y,N,N,N,N,N,N,N,N,N,N,1,197.862
4748,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Appel i-Pod nano weiss 4 GB NEU incl.Zubehˆr,,12/22/05,12/29/05,7,1,26,199,0,N,N,N,N,Y,N,N,N,N,Y,N,1,197.862
4749,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 4 GB *NEU* schwarz OVP,Der genialste iPod aller Zeiten,12/22/05,12/24/05,2,9,226,284.9,0,N,N,N,N,Y,N,N,N,N,N,N,1,197.862
4751,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,iPOD MINI 4 GB in OVP + Rechnung und 2 Jahre Garantie,,12/22/05,12/29/05,7,1,405,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,161.512
4754,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"APPLE I POD NANO 2 GB BLACK ""NEU""",orginal verpackt und noch nie gebraucht,12/22/05,1/1/06,10,1,40,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,197.862
4755,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini silber 4GB 2te Generation / neuwertig,,12/22/05,1/1/06,10,1,151,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
4756,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,neu apple iPod Nano 4GB,,12/22/05,12/22/05,0,9,169,169,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
4757,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple IPOD Nano 2GB,Schwarz oder Weiﬂ beide vorhanden,12/22/05,12/25/05,3,1,6,1,199,Y,Y,N,N,N,N,Y,N,Y,N,N,1,197.862
4762,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,"iPod 40 GB von apple, unbenutzt und in OV",,12/22/05,1/1/06,10,1,1,2.5,0,N,N,N,N,Y,N,Y,N,N,N,N,1,221.153
4765,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini,wie neu mit Garantie !!!,12/22/05,12/27/05,5,1,11,129,0,N,N,N,N,Y,N,N,N,N,N,N,1,167.977
4766,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,APPLE IPOD MINI 4GB green I POD MP3 Player     NEU&OVP,,12/22/05,1/1/06,10,1,8079,9.99,0,N,N,N,N,Y,N,N,N,N,N,N,1,164.757
4769,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,IPod 40GB,,12/22/05,12/22/05,0,1,63,1,150,Y,Y,N,N,Y,N,N,N,N,Y,Y,1,221.153
4771,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gold,Apple iPod Mini 4GB Gold *rar*,,12/22/05,12/29/05,7,1,0,1,0,N,N,N,N,N,N,N,N,N,N,N,1,158.578
4772,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"Apple iPod nano 4 GB, Schwarz , NEU + OVP",,12/22/05,12/29/05,7,1,521,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,197.862
4775,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,iPod mini  4GB  Blau  * Wie NEU *  * OVP /  Garantie *,,12/27/05,1/3/06,7,1,9,1.99,0,N,N,N,N,N,N,Y,N,Y,Y,Y,1,161.512
4777,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gold,"iPod mini in Gold in Originalverpackung, GARANTIE",,12/23/05,12/23/05,0,1,314,150,180,Y,N,N,N,N,N,N,N,N,Y,N,1,158.578
4779,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod nano tragbarer MP3-Player 4 GB weiss ""Garantie""","neu OVP, bei Sofortkauf mit vers. Versand, iPod",12/22/05,12/22/05,0,1,259,99,199,Y,N,N,N,N,N,N,N,N,N,N,1,197.862
4780,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"APPLE iPod nano 2 Gigabyte (deutsch, MP3-Player)",,12/22/05,12/23/05,1,1,82,1,180,Y,N,N,N,Y,N,N,N,N,N,N,1,197.862
4782,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod nano 2GB**NEU**schwarz,,12/22/05,12/29/05,7,1,0,1,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
4784,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,"Apple iPod Video 60 GB, weiﬂ, neu",,12/22/05,12/23/05,1,1,19,200,345,Y,N,N,N,N,N,N,N,N,N,N,1,221.153
4785,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple iPod 60 GB VIDEO weiﬂ Garantiebeleg+Kassenbon,,12/22/05,12/23/05,1,1,19,200,330,Y,N,N,N,N,N,N,N,N,N,N,1,221.153
4787,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,20 Apple iPod nano Black/White 4 GB Lot,,12/22/05,12/23/05,1,1,19,100,300,Y,N,N,N,N,N,N,N,N,N,N,1,197.862
4789,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple i-Pod mini silber 4GB mit ORIGINALNETZTEIL iPod,USB-Kabel + 2 Displayschutzfolien TOPZUSTAND,12/23/05,12/28/05,5,1,49,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,167.977
4791,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,iPod Mini 4GB PINK inkl ITRIP und Autoladekabel,,12/23/05,12/26/05,3,1,17,1,200,Y,N,N,N,N,N,Y,N,N,N,N,1,173.45
4793,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,i Pod mini 4 GB /PC + Mac * originalverpackt/neuwertig*,,12/25/05,1/1/06,7,1,364,1.99,0,N,N,N,N,Y,N,N,N,N,Y,N,1,167.977
4796,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,IPOD NANO 2GB NEU,,12/23/05,12/26/05,3,1,13,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,197.862
4797,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,neu apple iPod Nano 4GB,,12/23/05,12/23/05,0,9,169,169,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
4799,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4GB Silver,,12/23/05,12/28/05,5,1,95,50,0,N,N,N,N,Y,N,N,N,N,N,N,1,167.977
4800,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,ipod 40 GB 4.Generation defekt +Zubehˆr+ iTrip,,12/23/05,12/30/05,7,1,13,1,120,Y,N,N,N,N,N,N,N,N,N,N,1,221.153
4801,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple Ipod Mini Silber 4 GB - Neu, OVP!",inkl Zubehˆr:Docking Station sowie Conture Design H¸lle,12/23/05,12/28/05,5,1,83,1,0,N,Y,N,N,Y,N,N,N,N,N,N,1,167.977
4803,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"Ipod Nano, schwarz, 4GB - sofort lieferbar",Weihnachtsangebot: VERSANDKOSTENFREI bis 24.12. 24 Uhr,12/23/05,12/23/05,0,9,15,239,0,N,Y,N,N,Y,N,N,N,Y,N,N,1,197.862
4806,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 2GB mini MP3 Player extrem klein liefer,,12/23/05,12/30/05,7,9,15270,189,0,N,N,N,N,N,N,N,N,N,N,N,2,197.862
4807,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 2GB mini MP3 Player extrem klein liefer,,12/23/05,12/23/05,0,9,15270,205,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
4808,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 2GB mini MP3 Player extrem klein liefer,,12/23/05,12/26/05,3,9,15272,199,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
4811,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Rio Carbon∞5GB∞Mp3-Player∞Voice-Rec∞20Std Akku∞Neu+Rech,Wechsel-Datentr‰ger∞20 Std. Akkulaufzeit∞Rech.+24 M.Gar,12/23/05,1/2/06,10,2,2569,149,0,N,Y,N,N,Y,N,N,N,Y,Y,Y,10,167.977
4816,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,appel I-Pot Nano 2 GB  LCD- Foto,,12/23/05,12/26/05,3,1,167,1,195,Y,N,N,N,N,N,Y,N,N,Y,N,1,197.862
4818,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple-iPod NANO 2GB *weiss* NEU/OVP !!!,,12/23/05,12/24/05,1,1,185,1,180,Y,N,N,N,N,N,Y,N,N,N,N,1,197.862
4820,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple - ipod Mini 4GB  ** SILBER** NEU/OVP ! Rechnung,,12/23/05,1/2/06,10,1,1961,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
4822,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple - ipod Mini 4GB  ** SILBER** NEU/OVP ! Rechnung,,12/23/05,12/30/05,7,1,1961,1,0,N,N,N,N,N,N,N,N,N,N,N,1,167.977
4823,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple Ipod Nano 2 GB - schwarz,Neu/Ovp eingeschweiﬂt vom 21.12.2005,12/23/05,12/30/05,7,1,71,1,0,N,Y,N,N,N,N,Y,N,N,N,N,1,197.862
4826,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 4GB** schwarz **NEU/OVP ! Rechnung !,,12/23/05,12/26/05,3,1,1961,1,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
4830,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,APPLE IPOD MINI 4GB Silber I-POD MP3 PLAYER I POD,,12/24/05,12/31/05,7,1,9,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,167.977
4831,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,** iPod Nano Neu/OVP   4GB **,,12/24/05,12/27/05,3,1,0,152.5,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
4834,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,** iPod Nano Neu/OVP   4GB **,,12/24/05,12/27/05,3,1,0,152.5,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
4837,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,** iPod Nano Neu/OVP   4GB **,,12/24/05,12/27/05,3,1,0,152.5,0,N,N,N,N,N,N,N,N,N,N,N,1,197.862
4842,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple Ipod I Pod Nano 4 GB NEU weiss white mit Zubehˆr,Original Beleg f¸r volle Garantie wird mitgeliefert,12/24/05,12/27/05,3,1,515,99,259,Y,N,N,N,N,N,Y,N,N,Y,N,1,197.862
4845,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,iPod mini 4GB blue incl. neuer Kopfhˆrer,,12/24/05,1/3/06,10,1,19,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,161.512
4847,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,iPod mini in Blau mit 4GB + Garantie,,12/24/05,12/31/05,7,1,61,1,0,N,N,N,N,N,N,N,N,N,N,N,1,161.512
