auct_id,item_leaf_category_name,listing_title,listing_subtitle,listing_start_date,listing_end_date,listing_durtn_days,listing_type_code,feedback_score_at_listing_time,start_price,buy_it_now_price,buy_it_now_listed_flag,bold_fee_flag,featured_fee_flag,category_featured_fee_flag,gallery_fee_flag,gallery_featured_fee_flag,ipix_featured_fee_flag,reserve_fee_flag,highlight_fee_flag,schedule_fee_flag,border_fee_flag,qty_available_per_listing,gms,category_avg_gms,gms_greater_avg
4945,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,appel I-Pot Nano 2 GB  LCD- Foto,,12/27/05,12/27/05,0,1,168,1,195,Y,N,N,N,N,N,Y,N,N,Y,N,1,,197.862,0
4946,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 2 GB MP3 Player black ovp,,12/27/05,12/30/05,3,1,8,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,212.12,197.862,1
4948,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,appel I-Pot Nano 2 GB  LCD- Foto,,12/27/05,1/6/06,10,1,168,1,195,Y,N,N,N,N,N,Y,N,N,N,N,1,191.33,197.862,0
4949,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPOD Mini in Silber!! Mit 4GB und nur einmal benutzt!!!,Weihnachtsgeschenk abzugeben!!!!,12/27/05,1/3/06,7,1,9,100,0,N,Y,N,N,N,N,N,N,N,N,N,1,201,167.977,1
4950,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini silver 4 GB mit Original Verpackung,,12/27/05,1/6/06,10,1,71,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,161,167.977,0
4951,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,IPOD MINI apple 4gb + OVP,,12/27/05,1/3/06,7,1,21,1,0,N,N,N,N,N,N,Y,N,N,Y,N,1,165.88,161.512,1
4952,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod nano 4GB schwarz OVP,,12/27/05,12/30/05,3,1,15,1,0,N,Y,N,N,Y,N,N,N,N,Y,N,1,230,197.862,1
4954,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 2GB mini MP3 Player extrem klein black,,12/27/05,12/28/05,1,9,15320,209,0,N,N,N,N,N,N,N,N,N,N,N,3,209,197.862,1
4955,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,IPod nano weiﬂ mit Zubehˆr und Tasche  Nur einen Tag!,,12/27/05,12/28/05,1,1,676,50,0,N,N,N,N,N,N,N,N,N,N,N,1,214.02,197.862,1
4956,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod Mini 4GB + KFZ-Set,,12/27/05,12/28/05,1,1,34,100,150,Y,Y,N,N,Y,N,N,N,N,N,N,1,150,167.977,0
4957,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4 GB silver NEU und OVP,,12/27/05,1/3/06,7,1,66,1,0,N,Y,N,N,Y,N,N,N,N,N,N,1,214.51,167.977,1
4958,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4 GB silber TOP OVP,,12/27/05,12/30/05,3,1,116,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,191,167.977,1
4959,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod Mini silber 4GB - MP3 !!!NEU!!!,,12/27/05,1/1/06,5,1,78,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,216,167.977,1
4960,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,APPLE IPOD MINI SILBER + orig. APPLE DOCKING STATION,NEUZUSTAND ! GARANTIE !,12/27/05,12/30/05,3,1,36,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,191.51,167.977,1
4962,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple Ipod Mini Silber 4 GB Garantie (Nano,Video,Photo)",,12/27/05,1/1/06,5,1,23,1,0,N,Y,N,N,Y,N,N,N,N,N,Y,1,206,167.977,1
4963,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"i pod mini 4 GB Apple plus Zubehˆr, Rechnung  17.09.05",,12/27/05,1/1/06,5,1,177,1,0,N,N,N,N,N,N,N,N,N,N,N,1,162,167.977,0
4964,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4GB Silber - wie neu - mit Garantie,,12/27/05,12/27/05,0,1,67,99,199,Y,N,N,N,Y,N,Y,N,N,N,N,1,199,167.977,1
4968,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Ipod mini mit riesen Zubehˆr Set !!!!  ANSEHEN !!!,Ipod mini 4 GB f¸r 1.000 Songs !!!!,12/27/05,1/1/06,5,1,6,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,170.88,167.977,1
4969,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple i-Pod Photo 40 GB mit vielem Zubehˆr,mit Garantie von Apple,12/27/05,1/3/06,7,1,89,200,400,Y,Y,N,N,Y,N,Y,N,Y,N,N,1,310,221.153,1
4975,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini silber 2.Generation,,12/27/05,12/30/05,3,1,9,109,0,N,Y,N,N,Y,N,Y,N,N,N,N,1,176,167.977,1
4976,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod Nano 4 GB weiﬂ Neu OVP, plus luxuriˆse Ledertasche",,12/27/05,1/1/06,5,1,41,1,249,Y,N,N,N,Y,N,Y,N,Y,N,N,1,251,197.862,1
4978,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,"Apple iPod 40 GB mit 18 Monat Garantie,Viel zubehˆr,OVP",,12/27/05,12/30/05,3,1,236,1,0,N,N,N,N,N,N,N,N,N,N,N,1,262.5,221.153,1
4979,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,** IPOD MINI GR‹N ** NEU ** MIT RECHNUNG **,,12/27/05,12/30/05,3,1,1,1,0,N,Y,N,N,N,N,N,N,Y,N,N,1,213.52,164.757,1
4982,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"ipod Nano, weiss, 2 GB (nagelneu & eingeschweiﬂt!!!)",,12/27/05,12/28/05,1,1,15,1,0,N,N,N,N,N,N,N,N,N,N,N,1,181,197.862,0
4983,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,APPLE iPOD nano 4 GB i pod 4GB in OVP,,12/27/05,1/1/06,5,1,922,1,0,N,N,N,N,N,N,N,N,N,N,N,1,216,197.862,1
4984,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 2GB NEU OVP schwarz,,12/27/05,1/1/06,5,1,163,1,0,N,Y,N,N,N,N,N,N,N,N,N,1,201,197.862,1
4986,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,"I-Pod-Mini 4 GB, blau (TOP-ZUSTAND) ab 1 Euro,  5 Tage",,12/27/05,1/1/06,5,1,142,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,170,161.512,1
4987,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,"I Pod ,Kaum benuzt",,12/27/05,1/1/06,5,1,58,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,206,221.153,0
4988,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,NEUER IPod Mini 4 GB in SILBER,,12/27/05,12/30/05,3,1,61,1,210,Y,N,N,N,Y,N,Y,N,N,N,N,1,190,167.977,1
4992,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,IPod Mini 4GB inkl. Orginalverpackung,,12/27/05,1/3/06,7,1,5,159,0,N,N,N,N,Y,N,N,N,N,N,N,1,176.5,167.977,1
4993,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple ipod Nano 2GB Neu OVP,,12/27/05,12/30/05,3,1,90,1,0,N,N,N,N,N,N,N,N,N,N,N,1,193.6,197.862,0
4996,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,APPLE iPod NANO  WEIﬂ    2GB      NEU,,12/28/05,12/29/05,1,1,57,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,201,197.862,1
4997,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod Nano 2GB weiﬂ OVP/NEU,,12/27/05,12/28/05,1,9,314,185,0,N,Y,N,N,N,N,N,N,N,N,N,1,185,197.862,0
4998,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple ipod mini 4GB mit Zubehˆr, sehr gepflegte Zustand",,12/28/05,12/28/05,0,9,114,179.99,0,N,N,N,N,N,N,N,N,N,N,N,1,179.99,167.977,1
4999,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 2 GB weiﬂ OVP,,12/28/05,1/4/06,7,1,211,1.99,0,N,N,N,N,N,N,N,N,N,N,N,1,180,197.862,0
5001,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod nano schwarz, fast neu",,12/28/05,1/2/06,5,1,617,1,0,N,N,N,N,N,N,N,N,N,N,N,1,166.04,197.862,0
5003,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,APPLE i  POD 4GB MINI SILBER,FAST NEU NUR 4TAGE ALT / KEINE KRATZER,12/28/05,12/31/05,3,1,23,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,201.5,167.977,1
5008,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4GB silber,,12/28/05,1/2/06,5,1,14,1,0,N,N,N,N,N,N,N,N,N,N,N,1,166,167.977,0
5009,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,APPLE IPOD 40 GB 40GB WIE NEU- ABHOLUNG MOEGLICH,,12/28/05,1/4/06,7,1,1,1,0,N,N,N,N,N,N,N,N,N,N,N,1,231,221.153,1
5011,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 2GB schwarz,,12/28/05,1/4/06,7,1,38,1,0,N,Y,N,N,N,N,N,N,Y,N,N,1,165,197.862,0
5012,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Ipod mini - 4GB - Neuzustand Apple,Rechnung + Garantie,12/28/05,12/28/05,0,1,22,1,199,Y,N,N,N,Y,N,Y,N,N,Y,N,1,199,161.512,1
5015,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,"i-pod 40 GB mit umfangreichem Zubehˆr, 1 Jahr alt",,12/28/05,1/2/06,5,1,5,5,0,N,Y,N,N,Y,N,Y,N,N,N,N,1,289.88,221.153,1
5023,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,APPLE IPOD MINI 4GB PINK I-POD MP3 PLAYER I POD,,12/28/05,1/4/06,7,1,120,1,169,Y,N,N,N,Y,N,N,N,N,N,N,1,209,173.45,1
5025,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"NAGELNEU ,iPod Mini 4GB, Sliber, Ungeˆffnet",,12/28/05,12/31/05,3,1,75,1,0,N,N,N,N,N,N,N,N,N,N,N,1,228,167.977,1
5027,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,neuwertiger ipod nano 2GB weiﬂ,,12/28/05,1/4/06,7,1,27,1,180,Y,N,N,N,N,N,N,N,N,N,N,1,191,197.862,0
5032,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod Nano 2 GB Weiﬂ,,1/1/06,1/8/06,7,1,343,100,0,N,N,N,N,Y,N,N,N,N,Y,N,1,164.99,197.862,0
5033,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple - Ipod Photo 40 GB mit OVP,,12/28/05,1/7/06,10,1,25,1,275,Y,N,N,N,N,N,N,N,N,N,N,1,245,221.153,1
5034,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,"IPOD Mini 4 GB, blau, neuwertig, m. Re., TOP ZUSTAND!",,12/28/05,12/28/05,0,1,39,1,150,Y,Y,N,N,N,N,N,N,N,N,N,1,150,161.512,0
5038,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,IPOD NANO 2GB NEU (WEISS),,12/28/05,12/31/05,3,1,13,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,211,197.862,1
5040,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini silber 4GB   US-Version,,12/28/05,1/7/06,10,1,74,1,0,N,N,N,N,N,N,N,N,N,N,N,1,141,167.977,0
5044,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,*++ Appple iPod mini 4GB Mp3 Player ++*,"Orginal verpackung , 17Monate Restgarantie(Rechnung)",12/28/05,1/7/06,10,1,19,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,203.33,164.757,1
5045,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,APPLE * IPOD MINI 4GB PINK * CLIP/KOPFH÷RER/,,12/29/05,1/5/06,7,1,1028,49,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,161,173.45,0
5047,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,apple iPod nano weiﬂ / 4 GB / neu / ovp,,12/28/05,1/2/06,5,7,1508,233.99,0,N,N,N,N,Y,N,N,N,N,N,N,1,233.99,197.862,1
5048,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,iPod 40GB 3.GEN Super Zustand,mit viel Zubehˆr,12/28/05,1/2/06,5,1,171,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,218,221.153,0
5049,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,"iPod mini 4GB blue (sehr guter Zustand, inkl. Garantie)",,12/28/05,1/4/06,7,1,13,1,0,N,Y,N,N,Y,N,N,N,N,N,Y,1,199,161.512,1
5051,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,!!! Apple iPod mini 4 GB silver NEU und OVP !!!,MP3 Player NEU mit kompletten Originalzubehˆr,12/29/05,1/3/06,5,1,2,50,0,N,Y,N,N,Y,N,N,N,N,Y,N,1,202.96,167.977,1
5055,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple iPod mini Tragbarer MP3-Player 4GB Blau,Wie neu und mit 17 Monaten Restgarantie!!,12/29/05,1/1/06,3,1,50,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,181,161.512,1
5058,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,IPOD NANO 4GB NEU!,,12/29/05,1/1/06,3,1,67,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,226.03,197.862,1
5059,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,i pod Mini Pink 4gb,,12/29/05,1/1/06,3,1,8,50,0,N,N,N,N,N,N,N,N,N,N,N,1,141,173.45,0
5060,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,Apple I Pod mini neuwertig!,,12/29/05,1/8/06,10,1,27,1,135,Y,N,N,N,N,N,N,N,N,N,N,1,152.89,173.45,0
5061,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,iPod Photo 40GB 4G mit Restgarantie fast neu,,12/30/05,1/9/06,10,1,34,250,0,N,Y,N,N,Y,N,N,N,Y,Y,Y,1,274.5,221.153,1
5062,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,  Ipod mini 4gig + Itripp + 2.Accu / alles dabei...,,12/29/05,1/8/06,10,1,126,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,160.9,164.757,0
5064,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod Nano 2 GB  Schwarz Black + Eminem CurtinCall,,12/29/05,1/1/06,3,1,392,150,200,Y,N,N,N,Y,N,Y,N,Y,N,N,1,186,197.862,0
5065,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini 4 GB in Silber in einwandfreiem Zustand - TOP,,12/29/05,1/8/06,10,1,81,1,0,N,N,N,N,N,N,N,N,N,N,N,1,166,167.977,0
5067,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"Apple iPod Nano neu/verschweiﬂt, 2GB, schwarz, Garantie",,12/29/05,12/30/05,1,1,34,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,196.26,197.862,0
5069,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,iPod mini 4GB - gut erhalten,,12/29/05,1/3/06,5,1,30,100,0,N,N,N,N,N,N,N,N,N,N,N,1,171,161.512,1
5073,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,IPOD Mini 4GB *nur 1 Monat benutzt*  neu wertig,,12/29/05,1/8/06,10,1,37,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,165,167.977,0
5078,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,Apple iPod Mini pink / rosa 4GB - MP3 Audio Player,,12/29/05,1/1/06,3,1,19957,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,201,173.45,1
5082,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPOD Mini Silber  4GB 4 Gen incl 7 Mon Garantie,,12/29/05,1/1/06,3,1,35,1,0,N,N,N,N,N,N,N,N,N,N,N,1,173,167.977,1
5090,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod Nano 4GB SW + Silikonh¸lle + Koss The Plug OVP Neu,,12/29/05,1/1/06,3,1,2,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,246,197.862,1
5093,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,iPod mini silber + Apple Docking station TOP-Zustand,,12/29/05,1/5/06,7,1,57,100,160,Y,N,N,N,N,N,N,N,N,N,N,1,193,167.977,1
5094,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,<TOP-Zustand iPOD Mini silber + iTrip + Dock + Socken>,,12/29/05,1/8/06,10,1,115,1,215,Y,N,N,N,N,N,Y,N,N,N,N,1,178,167.977,1
5095,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,APPLE IPOD MINI 4GB SILBER,,12/29/05,1/5/06,7,1,102,1,0,N,N,N,N,N,N,N,N,N,N,N,1,177,167.977,1
5096,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod Nano mit 4GB neu & original Verpackt,,12/29/05,1/3/06,5,1,1,1,0,N,N,N,N,N,N,N,N,N,N,N,1,266,197.862,1
5101,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"APPLE iPod NANO, 2 GB, 2GB schwarz, NEU & OVP, Garantie",,12/29/05,12/30/05,1,1,294,1.99,0,N,N,N,N,N,N,Y,N,N,N,N,1,204,197.862,1
5103,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple iPod mini 4 GB  silber, 2. Gen. Top MP3 Player",,12/29/05,1/1/06,3,1,20,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,201.5,167.977,1
5106,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPOD   NANO   4GB / 4 GB   SCHWARZ   Originalverpackung,,12/30/05,12/31/05,1,1,23,1,0,N,N,N,N,N,N,N,N,N,N,N,1,156,197.862,0
5107,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod Mini 4 GB NEU OVP Silber,,12/30/05,1/2/06,3,1,51,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,201,167.977,1
5108,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 4 GB *NEU* schwarz oder weiss OVP,Auch Sofortkauf f¸r 275 Euro ohne Ebay mˆglich :o),12/30/05,1/6/06,7,9,253,279.9,0,N,N,N,N,Y,N,N,N,N,N,N,1,279.9,197.862,1
5109,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,iPod 40GB 4. Generation mit OVP und wirklich top! 40 GB,,12/30/05,1/4/06,5,1,108,1,0,N,N,N,N,N,N,Y,N,N,Y,N,1,247,221.153,1
5110,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,Apple I-Pod Mini 4 GB Blau wie neu,,12/30/05,1/6/06,7,1,78,1,198,Y,N,N,N,Y,N,Y,N,N,Y,N,1,174.2,161.512,1
5113,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,MP3-Player Apple iPod mit Click Wheel 40 GB,,12/30/05,1/6/06,7,1,0,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,254.71,221.153,1
5115,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,Apple iPod mini MP3 Player Musicplayer 4GB gr¸n USB,"Sofort lieferbar,bei Nachnahmeversand sogar noch heute*",12/30/05,12/31/05,1,9,15378,189,0,N,N,N,N,N,N,N,N,N,N,N,1,189,164.757,1
5116,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n,Apple iPod mini MP3 Player Musicplayer 4GB blau USB,"Sofort lieferbar,bei Nachnahmeversand sogar noch heute*",12/30/05,1/5/06,6,9,15378,189,0,N,N,N,N,N,N,N,N,N,N,N,1,189,164.757,1
5118,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple iPod MP3 Player 40GB mit Netzteil und Firewirekab,,12/30/05,1/5/06,6,9,15379,259,0,N,N,N,N,N,N,N,N,N,N,N,1,259,221.153,1
5120,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,""" Ipod NANO 4GB WEISS """""""" TOP PREIS """""""" WHITE """"""""",,12/30/05,12/30/05,0,9,117,180,0,N,N,N,N,N,N,N,N,N,N,N,2,180,197.862,0
5122,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,iPod mini 4GB blau MP3 Audio Player neu OVP mit Zubehˆr,,12/30/05,1/6/06,7,1,9,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,203,161.512,1
5124,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple  i-Pod Mini silber 4 GB +Zubehˆr,  gebraucht",,12/30/05,1/6/06,7,1,16,1,0,N,Y,N,N,Y,N,N,N,N,Y,N,1,173.5,167.977,1
5127,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple iPod nano 2 GB white Neuware,,12/30/05,12/31/05,1,1,1990,219,230,Y,N,N,N,Y,N,N,N,N,N,N,1,229.95,197.862,1
5129,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,==iPOD nano 2 gb black - wie neu in OVP mit Garantie==,,12/30/05,1/2/06,3,1,84,1,185,Y,N,N,N,N,N,N,N,N,N,N,1,166.53,197.862,0
5131,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,I pod mini 4 GB Silber mit neuem Ladeger‰t und Kopfhˆre,,12/30/05,1/4/06,5,1,153,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,171,167.977,1
5134,Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,Apple iPod 40GB 4. Generation - 40 GB,‹ber 6000 Musiktitel zum Funktionstest,12/30/05,1/6/06,7,1,60,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,254,221.153,1
5135,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple iPod mini 4GB silver,,12/30/05,1/6/06,7,1,614,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,211,167.977,1
5139,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,APPLE IPOD MINI 4GB PINK I-POD MP3 PLAYER I POD,,1/1/06,1/8/06,7,1,66,1,200,Y,N,N,N,Y,N,N,N,N,Y,N,1,211,173.45,1
5140,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"iPod Nano, weiﬂ, 4GB, fast NEU!!!!",,12/30/05,1/6/06,7,1,86,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,221.77,197.862,1
5141,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"IPOD NANO, 4 GB, NEUESTE GENERATION",,12/30/05,1/2/06,3,1,7,1,0,N,N,N,N,N,N,N,N,N,N,N,1,241.5,197.862,1
5143,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,IPOD MINI PINK OVP WIE NEU!!!,,12/30/05,1/6/06,7,1,352,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,174,173.45,1
5146,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,iPod Nano Schwarz 4 GB / 4GB + Tasche; OVP + Rechnung,,12/30/05,1/9/06,10,1,41,1,0,N,Y,N,N,Y,N,Y,N,Y,N,Y,1,264,197.862,1
5147,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gold,Nagelneuer i-pod mini - Unbenutzt,,1/1/06,1/3/06,2,1,10,1,195,Y,N,N,N,Y,N,N,N,N,Y,N,1,,158.578,0
5148,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Ipod Nano NEU!!!,,12/30/05,1/2/06,3,1,22,1,189,Y,N,N,N,N,N,N,N,N,N,N,1,250,197.862,1
5149,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,"Apple iPod mini 4GB silber, leicht verkratzt",leichte Gebrauchsspuren an Display und Kanten,12/30/05,1/9/06,10,1,8,50,0,N,N,N,N,N,N,N,N,N,N,N,1,126.52,167.977,0
5151,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,Apple - iPod  NANO 4GB** schwarz **NEU/OVP ! Rechnung !,,12/30/05,1/6/06,7,1,2013,1,0,N,N,N,N,N,N,N,N,N,N,N,1,245.66,197.862,1
5154,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,"Apple iPod Nano, 4 GB, schwarz, Garantie, incl. Zubehˆr",,12/30/05,1/4/06,5,1,187,1,0,N,Y,N,N,Y,N,N,N,N,N,Y,1,222,197.862,1
5156,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,Apple ipod Mini 2GB mit viel Zubehˆr - 1a Zustand,,12/30/05,1/6/06,7,1,192,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,160,167.977,0
5159,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,ipod nano 2 GB ganz neu!!!,,12/30/05,1/6/06,7,1,52,160,0,N,N,N,N,N,N,N,N,N,N,N,1,173,197.862,0
